id,likes,day,month,year,time_hours,time_minutes
54738,0,27,6,2018,10,56
54737,0,27,6,2018,10,7
54736,0,27,6,2018,0,40
54733,7,26,6,2018,22,3
54732,1,26,6,2018,20,35
54729,0,26,6,2018,19,25
54728,1,26,6,2018,18,57
54727,0,26,6,2018,18,56
54724,12,26,6,2018,17,58
54722,0,26,6,2018,16,40
54720,0,26,6,2018,14,49
54719,0,26,6,2018,14,13
54718,4,26,6,2018,13,50
54717,0,26,6,2018,12,51
54715,0,25,6,2018,22,30
54712,0,25,6,2018,19,20
54710,0,25,6,2018,18,16
54709,0,25,6,2018,10,45
54698,0,24,6,2018,14,29
54697,0,24,6,2018,14,26
54695,0,24,6,2018,11,38
54692,0,23,6,2018,19,54
54691,3,23,6,2018,13,24
54689,0,22,6,2018,23,57
54681,0,22,6,2018,20,39
54676,0,22,6,2018,18,13
54673,3,22,6,2018,16,6
54669,0,21,6,2018,20,28
54668,1,21,6,2018,17,51
54665,0,21,6,2018,16,13
54661,0,21,6,2018,11,55
54660,3,21,6,2018,11,3
54659,0,21,6,2018,10,46
54655,0,20,6,2018,21,5
54654,1,20,6,2018,18,32
54652,16,20,6,2018,14,38
54649,1,20,6,2018,1,8
54648,7,19,6,2018,19,31
54646,4,19,6,2018,17,58
54643,0,19,6,2018,13,1
54642,0,19,6,2018,11,52
54641,1,19,6,2018,11,3
54634,0,18,6,2018,10,30
54630,0,17,6,2018,23,39
54629,0,17,6,2018,23,28
54610,0,17,6,2018,15,58
54603,1,16,6,2018,15,27
54602,0,16,6,2018,14,4
54598,0,16,6,2018,10,47
54595,0,15,6,2018,21,28
54589,0,14,6,2018,14,33
54584,0,13,6,2018,18,55
54580,0,12,6,2018,23,15
54579,1,12,6,2018,22,18
54574,0,12,6,2018,11,59
54568,0,11,6,2018,22,18
54567,1,11,6,2018,22,15
54566,0,11,6,2018,7,36
54563,7,9,6,2018,22,10
54562,0,9,6,2018,19,55
54560,0,9,6,2018,17,25
54559,0,9,6,2018,14,53
54543,4,7,6,2018,15,59
54540,0,7,6,2018,13,25
54539,2,7,6,2018,9,25
54536,0,6,6,2018,20,25
54535,0,6,6,2018,12,32
54533,0,6,6,2018,12,16
54529,0,4,6,2018,22,1
54525,0,4,6,2018,16,51
54523,2,3,6,2018,13,54
54522,0,3,6,2018,11,26
54521,0,3,6,2018,0,26
54517,0,2,6,2018,9,51
54516,0,2,6,2018,6,59
54513,0,1,6,2018,21,36
54512,53,1,6,2018,20,11
54511,9,1,6,2018,13,6
54509,0,1,6,2018,8,3
54507,0,1,6,2018,0,7
54505,2,31,5,2018,18,59
54500,0,29,5,2018,16,15
54499,0,29,5,2018,16,3
54497,2,29,5,2018,14,39
54496,0,29,5,2018,14,29
54492,0,28,5,2018,20,59
54490,2,28,5,2018,19,42
54488,2,28,5,2018,15,43
54487,0,27,5,2018,19,26
54484,3,25,5,2018,17,56
54483,0,25,5,2018,15,52
54479,0,25,5,2018,14,17
54478,0,25,5,2018,13,15
54472,0,24,5,2018,14,26
54462,0,21,5,2018,11,10
54460,0,20,5,2018,17,22
54459,0,20,5,2018,15,49
54457,0,20,5,2018,10,7
54452,0,19,5,2018,5,56
54448,1,18,5,2018,14,17
54443,1,17,5,2018,19,56
54435,0,16,5,2018,16,30
54434,2,15,5,2018,15,41
54433,3,15,5,2018,13,44
54430,0,14,5,2018,16,12
54429,4,14,5,2018,13,2
54425,0,11,5,2018,14,17
54420,7,8,5,2018,17,6
54419,7,8,5,2018,14,37
54418,1,8,5,2018,14,11
54417,4,7,5,2018,18,14
54409,0,6,5,2018,21,21
54404,1,6,5,2018,15,21
54403,0,6,5,2018,13,27
54401,0,5,5,2018,21,23
54400,0,5,5,2018,4,5
54397,0,3,5,2018,21,12
54393,2,3,5,2018,18,4
54392,0,3,5,2018,15,35
54391,0,3,5,2018,12,25
54390,3,3,5,2018,12,7
54386,0,29,4,2018,16,8
54384,6,27,4,2018,13,26
54382,0,26,4,2018,20,31
54381,0,26,4,2018,18,50
54378,0,25,4,2018,18,26
54377,0,24,4,2018,13,36
54376,2,24,4,2018,13,11
54374,0,23,4,2018,20,44
54371,1,23,4,2018,1,11
54369,0,22,4,2018,8,1
54368,0,21,4,2018,20,30
54366,0,20,4,2018,23,45
54365,0,20,4,2018,20,21
54363,4,20,4,2018,13,57
54362,2,19,4,2018,22,44
54361,0,19,4,2018,20,50
54360,3,18,4,2018,18,26
54355,0,16,4,2018,19,13
54353,15,16,4,2018,19,9
54350,1,12,4,2018,17,9
54349,0,12,4,2018,13,45
54348,0,12,4,2018,8,11
54342,0,10,4,2018,14,2
54338,0,9,4,2018,22,33
54337,0,9,4,2018,13,31
54333,1,6,4,2018,17,35
54332,2,6,4,2018,17,1
54330,0,6,4,2018,14,51
54328,0,5,4,2018,18,47
54320,0,3,4,2018,17,57
54319,2,3,4,2018,17,43
54316,0,3,4,2018,5,59
54314,1,2,4,2018,18,59
54313,0,2,4,2018,17,14
54308,0,1,4,2018,19,55
54302,0,1,4,2018,3,22
54301,0,31,3,2018,22,31
54300,2,31,3,2018,22,1
54297,2,31,3,2018,17,31
54293,1,31,3,2018,10,30
54292,1,31,3,2018,1,4
54291,0,30,3,2018,11,36
54281,1,29,3,2018,10,4
54278,0,28,3,2018,15,4
54274,3,27,3,2018,23,8
54273,0,27,3,2018,22,39
54269,1,27,3,2018,18,36
54267,0,26,3,2018,20,32
54265,2,26,3,2018,15,55
54260,5,24,3,2018,17,52
54259,2,23,3,2018,16,35
54258,0,23,3,2018,14,44
54257,0,23,3,2018,0,39
54252,2,21,3,2018,14,43
54248,10,21,3,2018,13,24
54235,4,18,3,2018,14,53
54231,13,16,3,2018,16,38
54229,3,16,3,2018,13,29
54228,5,16,3,2018,13,0
54226,6,16,3,2018,11,34
54222,14,15,3,2018,17,35
54219,1,15,3,2018,14,3
54215,3,14,3,2018,21,39
54212,1,14,3,2018,17,57
54210,24,14,3,2018,14,48
54209,0,14,3,2018,13,55
54206,3,13,3,2018,17,37
54205,1,13,3,2018,14,37
54204,7,13,3,2018,12,39
54198,2,12,3,2018,16,26
54195,0,10,3,2018,18,55
54186,0,7,3,2018,22,5
54185,35,7,3,2018,13,45
54179,1,6,3,2018,14,59
54177,0,5,3,2018,20,9
54175,0,5,3,2018,19,0
54171,0,5,3,2018,13,59
54160,1,5,3,2018,8,23
54158,2,4,3,2018,23,45
54150,0,4,3,2018,11,30
54149,0,4,3,2018,2,16
54145,3,2,3,2018,15,24
54144,2,2,3,2018,14,35
54137,0,1,3,2018,17,8
54130,0,28,2,2018,19,12
54126,0,28,2,2018,13,49
54125,0,27,2,2018,19,43
54122,1,27,2,2018,11,37
54119,0,26,2,2018,16,31
54118,0,26,2,2018,9,15
54116,0,25,2,2018,17,4
54114,0,25,2,2018,11,27
54111,0,24,2,2018,14,10
54108,4,21,2,2018,14,51
54104,44,20,2,2018,19,19
54103,3,19,2,2018,17,19
54100,8,18,2,2018,11,5
54097,0,16,2,2018,19,32
54095,1,16,2,2018,17,56
54093,4,16,2,2018,17,12
54090,3,16,2,2018,14,21
54084,2,15,2,2018,16,22
54075,0,14,2,2018,1,28
54061,0,12,2,2018,0,24
54060,0,11,2,2018,11,49
54059,0,11,2,2018,11,25
54058,1,10,2,2018,23,42
54057,1,10,2,2018,22,39
54052,0,9,2,2018,14,11
54051,1,9,2,2018,14,6
54046,1,8,2,2018,22,17
54044,0,8,2,2018,16,37
54042,5,7,2,2018,14,49
54037,0,6,2,2018,22,31
54033,2,5,2,2018,22,38
54031,0,5,2,2018,18,16
54023,1,4,2,2018,18,51
54018,0,3,2,2018,19,34
54015,0,2,2,2018,22,54
54014,0,2,2,2018,21,10
54013,1,2,2,2018,18,9
54007,0,2,2,2018,16,3
54004,0,2,2,2018,6,1
54003,0,1,2,2018,22,46
54002,0,1,2,2018,0,0
54000,0,31,1,2018,22,42
53999,0,31,1,2018,21,22
53996,0,31,1,2018,12,18
53994,0,29,1,2018,16,25
53993,8,29,1,2018,16,22
53992,7,29,1,2018,13,46
53991,4,29,1,2018,13,21
53989,0,28,1,2018,22,2
53988,1,28,1,2018,12,43
53987,0,27,1,2018,21,13
53986,0,26,1,2018,15,0
53982,0,25,1,2018,17,52
53979,1,25,1,2018,10,29
53975,2,23,1,2018,12,42
53966,13,22,1,2018,15,22
53965,1,22,1,2018,15,8
53964,1,22,1,2018,13,42
53963,3,21,1,2018,20,17
53962,0,21,1,2018,16,48
53957,0,19,1,2018,20,7
53956,0,19,1,2018,15,12
53952,2,18,1,2018,16,50
53951,3,18,1,2018,13,37
53948,2,17,1,2018,18,19
53947,8,17,1,2018,16,12
53945,1,17,1,2018,13,48
53944,19,17,1,2018,11,57
53941,0,16,1,2018,20,32
53940,1,16,1,2018,16,35
53937,0,15,1,2018,15,31
53936,0,14,1,2018,23,39
53933,0,13,1,2018,9,1
53931,2,12,1,2018,15,51
53929,3,12,1,2018,15,27
53928,0,12,1,2018,13,48
53925,0,12,1,2018,11,32
53924,3,12,1,2018,0,51
53921,0,11,1,2018,17,19
53920,0,11,1,2018,16,43
53917,1,10,1,2018,21,53
53915,24,10,1,2018,19,35
53914,11,10,1,2018,14,0
53913,3,10,1,2018,13,13
53908,0,9,1,2018,19,23
53907,0,9,1,2018,18,52
53906,3,9,1,2018,16,18
53904,0,9,1,2018,12,49
53900,0,8,1,2018,12,24
53895,0,5,1,2018,18,24
53894,0,5,1,2018,15,41
53888,0,4,1,2018,15,8
53881,2,27,12,2017,20,20
53880,0,27,12,2017,20,18
53878,16,27,12,2017,17,48
53873,0,26,12,2017,15,40
53870,0,25,12,2017,17,49
53869,0,25,12,2017,15,19
53867,1,23,12,2017,19,38
53862,1,22,12,2017,18,40
53857,2,21,12,2017,17,11
53853,10,19,12,2017,14,17
53851,0,18,12,2017,18,35
53850,1,18,12,2017,17,36
53847,0,17,12,2017,20,52
53846,2,17,12,2017,13,10
53845,0,16,12,2017,23,19
53837,0,13,12,2017,21,6
53835,0,13,12,2017,1,14
53833,1,12,12,2017,19,0
53831,11,12,12,2017,13,24
53830,3,11,12,2017,22,26
53826,0,9,12,2017,7,58
53820,0,6,12,2017,23,7
53812,2,4,12,2017,14,26
53809,0,4,12,2017,0,2
53808,0,3,12,2017,23,19
53802,0,2,12,2017,16,25
53801,0,1,12,2017,16,52
53800,0,1,12,2017,16,37
53798,0,1,12,2017,15,1
53797,9,1,12,2017,14,48
53792,10,30,11,2017,18,33
53791,19,30,11,2017,13,49
53788,0,30,11,2017,8,59
53787,11,29,11,2017,19,28
53770,0,26,11,2017,22,57
53769,1,26,11,2017,20,59
53763,0,24,11,2017,22,46
53761,0,24,11,2017,16,40
53760,0,24,11,2017,13,40
53759,6,24,11,2017,13,19
53756,1,23,11,2017,19,32
53754,0,23,11,2017,15,25
53748,0,21,11,2017,21,6
53745,1,21,11,2017,19,37
53744,6,21,11,2017,12,34
53743,0,20,11,2017,18,38
53742,10,20,11,2017,18,33
53741,1,20,11,2017,17,7
53740,0,20,11,2017,14,46
53738,0,20,11,2017,10,56
53736,0,20,11,2017,7,26
53735,0,19,11,2017,20,4
53724,1,15,11,2017,19,19
53722,2,15,11,2017,15,54
53717,1,14,11,2017,20,12
53715,31,14,11,2017,18,13
53714,6,14,11,2017,17,51
53712,0,14,11,2017,14,58
53708,18,10,11,2017,17,53
53707,1,10,11,2017,14,52
53706,2,10,11,2017,12,17
53705,0,9,11,2017,22,20
53703,6,9,11,2017,13,50
53700,9,8,11,2017,21,45
53699,4,8,11,2017,18,50
53698,0,8,11,2017,18,40
53693,0,7,11,2017,18,20
53692,3,7,11,2017,11,12
53689,0,6,11,2017,0,4
53687,28,3,11,2017,18,12
53686,4,3,11,2017,16,56
53684,0,3,11,2017,12,3
53679,0,31,10,2017,20,44
53678,5,30,10,2017,18,52
53675,0,29,10,2017,16,35
53674,18,27,10,2017,17,46
53668,0,24,10,2017,17,19
53666,6,24,10,2017,9,49
53665,2,23,10,2017,18,36
53664,1,23,10,2017,18,10
53659,8,19,10,2017,15,55
53658,33,18,10,2017,18,49
53657,4,16,10,2017,15,40
53653,5,13,10,2017,14,5
53652,4,13,10,2017,9,23
53649,0,12,10,2017,21,4
53648,1,12,10,2017,19,19
53647,1,12,10,2017,18,3
53646,0,12,10,2017,17,49
53642,2,11,10,2017,8,6
53641,1,10,10,2017,12,57
53640,1,10,10,2017,12,6
53639,0,10,10,2017,11,37
53636,1,9,10,2017,18,52
53630,30,5,10,2017,23,35
53628,1,4,10,2017,21,43
53625,2,4,10,2017,18,48
53612,28,3,10,2017,18,45
53610,0,2,10,2017,22,26
53608,15,2,10,2017,20,7
53605,0,2,10,2017,0,6
53594,0,1,10,2017,14,58
53592,1,1,10,2017,13,28
53591,0,1,10,2017,11,14
53589,1,30,9,2017,15,35
53588,0,30,9,2017,13,38
53584,0,29,9,2017,22,13
53583,0,29,9,2017,20,8
53582,1,29,9,2017,16,57
53580,5,29,9,2017,15,3
53578,0,29,9,2017,13,59
53577,0,28,9,2017,23,45
53568,12,27,9,2017,17,50
53564,17,26,9,2017,12,33
53562,0,26,9,2017,10,49
53558,2,25,9,2017,15,45
53557,21,25,9,2017,14,33
53555,0,25,9,2017,8,28
53554,0,25,9,2017,7,22
53552,0,24,9,2017,20,0
53551,2,24,9,2017,12,57
53548,0,22,9,2017,18,6
53546,0,22,9,2017,11,25
53531,0,15,9,2017,20,39
53529,6,13,9,2017,21,5
53523,0,12,9,2017,21,51
53522,1,12,9,2017,20,56
53511,0,11,9,2017,2,18
53508,0,8,9,2017,16,16
53503,10,6,9,2017,16,19
53502,6,6,9,2017,13,46
53494,1,4,9,2017,15,52
53492,0,4,9,2017,9,53
53489,2,3,9,2017,20,9
53488,1,3,9,2017,19,16
53478,0,2,9,2017,17,18
53477,0,2,9,2017,9,36
53474,2,31,8,2017,23,41
53473,3,31,8,2017,22,18
53472,0,31,8,2017,21,39
53471,0,31,8,2017,21,33
53470,0,31,8,2017,10,46
53468,1,30,8,2017,15,37
53465,0,30,8,2017,9,34
53464,0,30,8,2017,7,35
53460,0,29,8,2017,22,11
53457,1,29,8,2017,15,59
53453,0,28,8,2017,22,36
53452,1,28,8,2017,22,29
53448,0,28,8,2017,19,3
53447,0,28,8,2017,18,11
53445,3,28,8,2017,14,49
53442,0,28,8,2017,9,31
53440,0,28,8,2017,8,29
53437,0,27,8,2017,18,17
53435,0,27,8,2017,17,37
53433,1,27,8,2017,16,43
53430,0,27,8,2017,15,49
53428,0,27,8,2017,14,58
53426,1,27,8,2017,9,37
53421,0,26,8,2017,23,31
53418,0,26,8,2017,20,58
53407,1,26,8,2017,15,17
53406,0,26,8,2017,14,2
53405,1,26,8,2017,13,58
53403,0,26,8,2017,0,27
53401,0,25,8,2017,22,34
53390,3,25,8,2017,15,34
53389,0,25,8,2017,15,29
53384,0,25,8,2017,13,21
53382,3,25,8,2017,13,18
53379,7,25,8,2017,11,51
53373,0,24,8,2017,22,0
53371,1,24,8,2017,20,24
53369,0,24,8,2017,18,24
53368,1,24,8,2017,18,23
53366,7,24,8,2017,16,23
53365,6,24,8,2017,15,18
53361,14,24,8,2017,13,11
53360,0,24,8,2017,13,10
53359,0,24,8,2017,12,38
53358,0,24,8,2017,2,13
53349,0,23,8,2017,20,4
53346,0,23,8,2017,19,0
53343,0,23,8,2017,15,17
53342,1,23,8,2017,14,16
53340,0,23,8,2017,0,42
53336,1,22,8,2017,20,45
53334,0,22,8,2017,16,41
53331,0,22,8,2017,10,31
